FieldID	Field	level2cat	finallevelcat
25503	Weighted-mean FA in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25504	Weighted-mean FA in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25505	Weighted-mean FA in tract medial lemniscus (left)	Imaging	dMRI weighted means
25506	Weighted-mean FA in tract medial lemniscus (right)	Imaging	dMRI weighted means
25507	Weighted-mean FA in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25508	Weighted-mean FA in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25509	Weighted-mean FA in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25510	Weighted-mean FA in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25511	Weighted-mean FA in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25512	Weighted-mean FA in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25513	Weighted-mean FA in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25514	Weighted-mean FA in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25515	Weighted-mean MD in tract acoustic radiation (left)	Imaging	dMRI weighted means
25516	Weighted-mean MD in tract acoustic radiation (right)	Imaging	dMRI weighted means
25517	Weighted-mean MD in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25518	Weighted-mean MD in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25519	Weighted-mean MD in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25520	Weighted-mean MD in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25521	Weighted-mean MD in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25522	Weighted-mean MD in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25523	Weighted-mean MD in tract corticospinal tract (left)	Imaging	dMRI weighted means
25524	Weighted-mean MD in tract corticospinal tract (right)	Imaging	dMRI weighted means
25525	Weighted-mean MD in tract forceps major	Imaging	dMRI weighted means
25526	Weighted-mean MD in tract forceps minor	Imaging	dMRI weighted means
25527	Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25528	Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25529	Weighted-mean MD in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25530	Weighted-mean MD in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25531	Weighted-mean MD in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25532	Weighted-mean MD in tract medial lemniscus (left)	Imaging	dMRI weighted means
25533	Weighted-mean MD in tract medial lemniscus (right)	Imaging	dMRI weighted means
25534	Weighted-mean MD in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25535	Weighted-mean MD in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25536	Weighted-mean MD in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25537	Weighted-mean MD in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25538	Weighted-mean MD in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25539	Weighted-mean MD in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25540	Weighted-mean MD in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25541	Weighted-mean MD in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25542	Weighted-mean MO in tract acoustic radiation (left)	Imaging	dMRI weighted means
25543	Weighted-mean MO in tract acoustic radiation (right)	Imaging	dMRI weighted means
25544	Weighted-mean MO in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25545	Weighted-mean MO in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25546	Weighted-mean MO in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25547	Weighted-mean MO in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25548	Weighted-mean MO in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25549	Weighted-mean MO in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25550	Weighted-mean MO in tract corticospinal tract (left)	Imaging	dMRI weighted means
25551	Weighted-mean MO in tract corticospinal tract (right)	Imaging	dMRI weighted means
25552	Weighted-mean MO in tract forceps major	Imaging	dMRI weighted means
25553	Weighted-mean MO in tract forceps minor	Imaging	dMRI weighted means
25554	Weighted-mean MO in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25555	Weighted-mean MO in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25556	Weighted-mean MO in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25557	Weighted-mean MO in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25558	Weighted-mean MO in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25559	Weighted-mean MO in tract medial lemniscus (left)	Imaging	dMRI weighted means
25560	Weighted-mean MO in tract medial lemniscus (right)	Imaging	dMRI weighted means
25561	Weighted-mean MO in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25562	Weighted-mean MO in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25563	Weighted-mean MO in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25564	Weighted-mean MO in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25565	Weighted-mean MO in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25566	Weighted-mean MO in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25567	Weighted-mean MO in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25568	Weighted-mean MO in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25569	Weighted-mean L1 in tract acoustic radiation (left)	Imaging	dMRI weighted means
25570	Weighted-mean L1 in tract acoustic radiation (right)	Imaging	dMRI weighted means
25571	Weighted-mean L1 in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25572	Weighted-mean L1 in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25573	Weighted-mean L1 in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25574	Weighted-mean L1 in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25575	Weighted-mean L1 in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25576	Weighted-mean L1 in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25577	Weighted-mean L1 in tract corticospinal tract (left)	Imaging	dMRI weighted means
25578	Weighted-mean L1 in tract corticospinal tract (right)	Imaging	dMRI weighted means
25579	Weighted-mean L1 in tract forceps major	Imaging	dMRI weighted means
25580	Weighted-mean L1 in tract forceps minor	Imaging	dMRI weighted means
25581	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25582	Weighted-mean L1 in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25583	Weighted-mean L1 in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25584	Weighted-mean L1 in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25585	Weighted-mean L1 in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25586	Weighted-mean L1 in tract medial lemniscus (left)	Imaging	dMRI weighted means
25587	Weighted-mean L1 in tract medial lemniscus (right)	Imaging	dMRI weighted means
25588	Weighted-mean L1 in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25589	Weighted-mean L1 in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25590	Weighted-mean L1 in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25591	Weighted-mean L1 in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25592	Weighted-mean L1 in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25593	Weighted-mean L1 in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25594	Weighted-mean L1 in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25595	Weighted-mean L1 in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25596	Weighted-mean L2 in tract acoustic radiation (left)	Imaging	dMRI weighted means
25597	Weighted-mean L2 in tract acoustic radiation (right)	Imaging	dMRI weighted means
25598	Weighted-mean L2 in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25599	Weighted-mean L2 in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25600	Weighted-mean L2 in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25601	Weighted-mean L2 in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25602	Weighted-mean L2 in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25603	Weighted-mean L2 in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25604	Weighted-mean L2 in tract corticospinal tract (left)	Imaging	dMRI weighted means
25605	Weighted-mean L2 in tract corticospinal tract (right)	Imaging	dMRI weighted means
25606	Weighted-mean L2 in tract forceps major	Imaging	dMRI weighted means
25607	Weighted-mean L2 in tract forceps minor	Imaging	dMRI weighted means
25608	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25609	Weighted-mean L2 in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25610	Weighted-mean L2 in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25611	Weighted-mean L2 in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25612	Weighted-mean L2 in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25613	Weighted-mean L2 in tract medial lemniscus (left)	Imaging	dMRI weighted means
25614	Weighted-mean L2 in tract medial lemniscus (right)	Imaging	dMRI weighted means
25615	Weighted-mean L2 in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25616	Weighted-mean L2 in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25617	Weighted-mean L2 in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25618	Weighted-mean L2 in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25619	Weighted-mean L2 in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25620	Weighted-mean L2 in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25621	Weighted-mean L2 in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25622	Weighted-mean L2 in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25623	Weighted-mean L3 in tract acoustic radiation (left)	Imaging	dMRI weighted means
25624	Weighted-mean L3 in tract acoustic radiation (right)	Imaging	dMRI weighted means
25625	Weighted-mean L3 in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25626	Weighted-mean L3 in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25627	Weighted-mean L3 in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25628	Weighted-mean L3 in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25629	Weighted-mean L3 in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25630	Weighted-mean L3 in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25631	Weighted-mean L3 in tract corticospinal tract (left)	Imaging	dMRI weighted means
25632	Weighted-mean L3 in tract corticospinal tract (right)	Imaging	dMRI weighted means
25633	Weighted-mean L3 in tract forceps major	Imaging	dMRI weighted means
25634	Weighted-mean L3 in tract forceps minor	Imaging	dMRI weighted means
25635	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25636	Weighted-mean L3 in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25637	Weighted-mean L3 in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25638	Weighted-mean L3 in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25639	Weighted-mean L3 in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25640	Weighted-mean L3 in tract medial lemniscus (left)	Imaging	dMRI weighted means
25641	Weighted-mean L3 in tract medial lemniscus (right)	Imaging	dMRI weighted means
25642	Weighted-mean L3 in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25643	Weighted-mean L3 in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25644	Weighted-mean L3 in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25645	Weighted-mean L3 in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25646	Weighted-mean L3 in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25647	Weighted-mean L3 in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25648	Weighted-mean L3 in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25649	Weighted-mean L3 in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25650	Weighted-mean ICVF in tract acoustic radiation (left)	Imaging	dMRI weighted means
25651	Weighted-mean ICVF in tract acoustic radiation (right)	Imaging	dMRI weighted means
25652	Weighted-mean ICVF in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25653	Weighted-mean ICVF in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25654	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25655	Weighted-mean ICVF in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25656	Weighted-mean ICVF in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25657	Weighted-mean ICVF in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25658	Weighted-mean ICVF in tract corticospinal tract (left)	Imaging	dMRI weighted means
25659	Weighted-mean ICVF in tract corticospinal tract (right)	Imaging	dMRI weighted means
25660	Weighted-mean ICVF in tract forceps major	Imaging	dMRI weighted means
25661	Weighted-mean ICVF in tract forceps minor	Imaging	dMRI weighted means
25662	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25663	Weighted-mean ICVF in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
25664	Weighted-mean ICVF in tract inferior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25665	Weighted-mean ICVF in tract inferior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25666	Weighted-mean ICVF in tract middle cerebellar peduncle	Imaging	dMRI weighted means
25667	Weighted-mean ICVF in tract medial lemniscus (left)	Imaging	dMRI weighted means
25668	Weighted-mean ICVF in tract medial lemniscus (right)	Imaging	dMRI weighted means
25669	Weighted-mean ICVF in tract posterior thalamic radiation (left)	Imaging	dMRI weighted means
25670	Weighted-mean ICVF in tract posterior thalamic radiation (right)	Imaging	dMRI weighted means
25671	Weighted-mean ICVF in tract superior longitudinal fasciculus (left)	Imaging	dMRI weighted means
25672	Weighted-mean ICVF in tract superior longitudinal fasciculus (right)	Imaging	dMRI weighted means
25673	Weighted-mean ICVF in tract superior thalamic radiation (left)	Imaging	dMRI weighted means
25674	Weighted-mean ICVF in tract superior thalamic radiation (right)	Imaging	dMRI weighted means
25675	Weighted-mean ICVF in tract uncinate fasciculus (left)	Imaging	dMRI weighted means
25676	Weighted-mean ICVF in tract uncinate fasciculus (right)	Imaging	dMRI weighted means
25677	Weighted-mean OD in tract acoustic radiation (left)	Imaging	dMRI weighted means
25678	Weighted-mean OD in tract acoustic radiation (right)	Imaging	dMRI weighted means
25679	Weighted-mean OD in tract anterior thalamic radiation (left)	Imaging	dMRI weighted means
25680	Weighted-mean OD in tract anterior thalamic radiation (right)	Imaging	dMRI weighted means
25681	Weighted-mean OD in tract cingulate gyrus part of cingulum (left)	Imaging	dMRI weighted means
25682	Weighted-mean OD in tract cingulate gyrus part of cingulum (right)	Imaging	dMRI weighted means
25683	Weighted-mean OD in tract parahippocampal part of cingulum (left)	Imaging	dMRI weighted means
25684	Weighted-mean OD in tract parahippocampal part of cingulum (right)	Imaging	dMRI weighted means
25685	Weighted-mean OD in tract corticospinal tract (left)	Imaging	dMRI weighted means
25686	Weighted-mean OD in tract corticospinal tract (right)	Imaging	dMRI weighted means
25687	Weighted-mean OD in tract forceps major	Imaging	dMRI weighted means
25688	Weighted-mean OD in tract forceps minor	Imaging	dMRI weighted means
25689	Weighted-mean OD in tract inferior fronto-occipital fasciculus (left)	Imaging	dMRI weighted means
25690	Weighted-mean OD in tract inferior fronto-occipital fasciculus (right)	Imaging	dMRI weighted means
